# "No.","Time","Source","Destination","Protocol","Length","Info"
"213","30.976131","10.0.0.3","23.204.146.194","TCP","55","58883 → 443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"214","31.079434","10.0.0.3","117.18.232.200","TCP","54","58841 → 443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"215","31.804218","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"216","31.805629","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"217","31.806720","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"218","31.807683","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"219","31.808679","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"220","31.809679","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"221","31.810835","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"222","31.810938","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"223","31.812097","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"224","31.961919","10.0.0.3","192.241.241.96","TCP","55","55649 → 443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"225","32.164518","10.0.0.1","239.255.255.250","SSDP","330","NOTIFY * HTTP/1.1 "
"226","32.164518","10.0.0.1","239.255.255.250","SSDP","339","NOTIFY * HTTP/1.1 "
"227","32.164518","10.0.0.1","239.255.255.250","SSDP","402","NOTIFY * HTTP/1.1 "
"228","32.164518","10.0.0.1","239.255.255.250","SSDP","339","NOTIFY * HTTP/1.1 "
"229","32.164724","10.0.0.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"230","32.164724","10.0.0.1","239.255.255.250","SSDP","339","NOTIFY * HTTP/1.1 "
"231","32.164724","10.0.0.1","239.255.255.250","SSDP","396","NOTIFY * HTTP/1.1 "
"232","32.164803","10.0.0.1","239.255.255.250","SSDP","394","NOTIFY * HTTP/1.1 "
"233","32.164966","10.0.0.1","239.255.255.250","SSDP","410","NOTIFY * HTTP/1.1 "
"234","32.165046","10.0.0.1","239.255.255.250","SSDP","404","NOTIFY * HTTP/1.1 "
"235","32.165213","10.0.0.1","239.255.255.250","SSDP","392","NOTIFY * HTTP/1.1 "
"236","32.165265","10.0.0.1","239.255.255.250","SSDP","394","NOTIFY * HTTP/1.1 "
"237","32.229532","192.241.241.96","10.0.0.3","TCP","66","443 → 55649 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"238","32.809945","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"239","32.809967","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"240","32.810165","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"241","32.810366","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"242","32.810591","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"243","32.811780","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"244","32.813854","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"245","32.813854","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"246","32.814186","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"247","33.627925","10.0.0.3","13.67.9.5","TCP","55","57944 → 443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"248","33.741081","13.67.9.5","10.0.0.3","TCP","66","443 → 57944 [ACK] Seq=1 Ack=2 Win=1026 Len=0 SLE=1 SRE=2"
"249","33.806125","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"250","33.807166","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"251","33.808311","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"252","33.808465","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"253","33.808589","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"254","33.808804","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"255","33.809973","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"256","33.809973","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"257","33.810159","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"258","34.029178","10.0.0.3","99.84.194.10","TCP","55","58864 → 443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"259","34.218088","99.84.194.10","10.0.0.3","TCP","60","443 → 58864 [ACK] Seq=1 Ack=2 Win=159 Len=0"
"260","34.435850","10.0.0.3","239.100.1.1","ICEP","401","Request(oneway): stateReceiver.receiveStationRunningState()"
"261","34.435915","10.0.0.3","239.100.1.1","ICEP","108","Request(oneway): stateReceiver.receiveAppRunningState()"
"262","34.501839","10.0.0.3","239.100.1.1","ICEP","356","Request(oneway): stateReceiver.receiveNetStatistics()"
"263","36.172730","10.0.0.3","10.0.0.1","DNS","69","Standard query 0x7d17 A doc.qt.io"
"264","36.172730","10.0.0.3","10.0.0.1","DNS","71","Standard query 0xa3cd A cn.bing.com"
"265","36.173853","10.0.0.3","10.0.0.1","DNS","89","Standard query 0x2024 A d33sqmjvzgs8hq.cloudfront.net"
"266","36.173883","10.0.0.3","10.0.0.1","DNS","69","Standard query 0x7d85 A www.qt.io"
"267","36.179610","10.0.0.3","13.225.141.19","TCP","54","58892 → 443 [FIN, ACK] Seq=1 Ack=65 Win=1027 Len=0"
"268","36.179640","10.0.0.3","13.225.141.19","TCP","54","58892 → 443 [RST, ACK] Seq=2 Ack=65 Win=0 Len=0"
"269","36.179729","10.0.0.3","99.84.194.10","TCP","54","58864 → 443 [FIN, ACK] Seq=2 Ack=1 Win=1025 Len=0"
"270","36.179742","10.0.0.3","99.84.194.10","TCP","54","58864 → 443 [RST, ACK] Seq=3 Ack=1 Win=0 Len=0"
"271","36.201891","10.0.0.1","10.0.0.3","DNS","179","Standard query response 0xa3cd A cn.bing.com CNAME cn-bing-com.cn.a-0001.a-msedge.net CNAME china.bing123.com A 202.89.233.100 A 202.89.233.101"
"272","36.206611","10.0.0.1","10.0.0.3","DNS","85","Standard query response 0x7d17 A doc.qt.io A 18.203.89.116"
"273","36.206974","10.0.0.1","10.0.0.3","DNS","221","Standard query response 0x7d85 A www.qt.io CNAME 149513g13.secure0130.hubspot.net CNAME 149513.group13.sites.hubspot.net CNAME group13.sites.hscoscdn10.net A 199.60.103.225 A 199.60.103.31"
"274","36.207257","10.0.0.3","18.203.89.116","TCP","66","59055 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"275","36.208076","10.0.0.3","18.203.89.116","TCP","66","59056 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"276","36.208286","10.0.0.3","199.60.103.225","TCP","66","59057 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"277","36.208826","10.0.0.3","10.0.0.1","DNS","77","Standard query 0x5324 A fonts.gstatic.com"
"278","36.209835","10.0.0.1","10.0.0.3","DNS","153","Standard query response 0x2024 A d33sqmjvzgs8hq.cloudfront.net A 99.84.194.150 A 99.84.194.163 A 99.84.194.86 A 99.84.194.10"
"279","36.210682","10.0.0.3","99.84.194.150","TCP","66","59058 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"280","36.237021","10.0.0.1","10.0.0.3","DNS","129","Standard query response 0x5324 A fonts.gstatic.com CNAME gstaticadssl.l.google.com A 203.208.39.194"
"281","36.238232","10.0.0.3","203.208.39.194","QUIC","1292","Initial, DCID=336121561fe0bef8, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO"
"282","36.238398","10.0.0.3","203.208.39.194","QUIC","122","0-RTT, DCID=336121561fe0bef8"
"283","36.327655","203.208.39.194","10.0.0.3","QUIC","1292","Protected Payload (KP0)"
"284","36.327655","203.208.39.194","10.0.0.3","QUIC","664","Protected Payload (KP0)"
"285","36.328977","10.0.0.3","203.208.39.194","QUIC","121","Handshake, DCID=336121561fe0bef8"
"286","36.329212","10.0.0.3","203.208.39.194","QUIC","75","Protected Payload (KP0), DCID=336121561fe0bef8"
"287","36.368928","99.84.194.10","10.0.0.3","TCP","60","443 → 58864 [ACK] Seq=1 Ack=3 Win=159 Len=0"
"288","36.368928","13.225.141.19","10.0.0.3","TCP","60","443 → 58892 [ACK] Seq=65 Ack=2 Win=131 Len=0"
"289","36.405157","203.208.39.194","10.0.0.3","QUIC","135","Protected Payload (KP0)"
"290","36.413225","99.84.194.150","10.0.0.3","TCP","66","443 → 59058 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 WS=512"
"291","36.413290","10.0.0.3","99.84.194.150","TCP","54","59058 → 443 [ACK] Seq=1 Ack=1 Win=263424 Len=0"
"292","36.413552","10.0.0.3","99.84.194.150","TLSv1.2","571","Client Hello"
"293","36.430552","10.0.0.3","18.203.89.116","TCP","66","59059 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"294","36.430641","10.0.0.3","203.208.39.194","QUIC","75","Protected Payload (KP0), DCID=336121561fe0bef8"
"295","36.439366","18.203.89.116","10.0.0.3","TCP","66","443 → 59055 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"296","36.439427","10.0.0.3","18.203.89.116","TCP","54","59055 → 443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"297","36.439696","10.0.0.3","18.203.89.116","TLSv1.2","574","Client Hello"
"298","36.449349","10.0.0.3","203.208.39.194","QUIC","114","Protected Payload (KP0), DCID=336121561fe0bef8"
"299","36.525081","203.208.39.194","10.0.0.3","QUIC","67","Protected Payload (KP0)"
"300","36.660255","18.203.89.116","10.0.0.3","TCP","66","443 → 59059 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"301","36.660314","10.0.0.3","18.203.89.116","TCP","54","59059 → 443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"302","36.660603","10.0.0.3","18.203.89.116","TLSv1.2","574","Client Hello"
"303","36.671837","18.203.89.116","10.0.0.3","TCP","60","443 → 59055 [ACK] Seq=1 Ack=521 Win=62208 Len=0"
"304","36.673239","18.203.89.116","10.0.0.3","TLSv1.2","1506","Server Hello"
"305","36.673239","18.203.89.116","10.0.0.3","TCP","1506","443 → 59055 [ACK] Seq=1453 Ack=521 Win=62208 Len=1452 [TCP segment of a reassembled PDU]"
"306","36.673297","10.0.0.3","18.203.89.116","TCP","54","59055 → 443 [ACK] Seq=521 Ack=2905 Win=262656 Len=0"
"307","36.890050","18.203.89.116","10.0.0.3","TCP","60","443 → 59059 [ACK] Seq=1 Ack=521 Win=62208 Len=0"
"308","36.891485","18.203.89.116","10.0.0.3","TLSv1.2","1506","Server Hello"
"309","36.891522","18.203.89.116","10.0.0.3","TCP","1506","443 → 59059 [ACK] Seq=1453 Ack=521 Win=62208 Len=1452 [TCP segment of a reassembled PDU]"
"310","36.891539","10.0.0.3","18.203.89.116","TCP","54","59059 → 443 [ACK] Seq=521 Ack=2905 Win=262656 Len=0"
"311","36.891749","18.203.89.116","10.0.0.3","TLSv1.2","493","Certificate, Server Key Exchange, Server Hello Done"
"312","36.892110","10.0.0.3","18.203.89.116","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"313","36.892372","10.0.0.3","18.203.89.116","TLSv1.2","1340","Application Data"
"314","36.913326","10.0.0.3","99.84.194.150","TCP","571","[TCP Retransmission] 59058 → 443 [PSH, ACK] Seq=1 Ack=1 Win=263424 Len=517"
"315","37.115615","99.84.194.150","10.0.0.3","TCP","66","[TCP Previous segment not captured] 443 → 59058 [ACK] Seq=226 Ack=518 Win=67072 Len=0 SLE=1 SRE=518"
"316","37.210874","10.0.0.3","199.60.103.225","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 59057 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"317","37.210887","10.0.0.3","18.203.89.116","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 59056 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"318","37.230712","99.84.194.150","10.0.0.3","TCP","279","[TCP Retransmission] 443 → 59058 [PSH, ACK] Seq=1 Ack=518 Win=67072 Len=225"
"319","37.231017","10.0.0.3","99.84.194.150","TLSv1.2","118","Change Cipher Spec, Application Data"
"320","37.400341","199.60.103.225","10.0.0.3","TCP","66","443 → 59057 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM=1 WS=1024"
"321","37.400396","10.0.0.3","199.60.103.225","TCP","54","59057 → 443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"322","37.400669","10.0.0.3","199.60.103.225","TLSv1.3","600","Client Hello"
"323","37.432877","10.0.0.3","18.203.89.116","TCP","1433","[TCP Retransmission] 59059 → 443 [PSH, ACK] Seq=521 Ack=3344 Win=262144 Len=1379"
"324","37.433252","99.84.194.150","10.0.0.3","TCP","60","443 → 59058 [ACK] Seq=226 Ack=582 Win=67072 Len=0"
"325","37.433252","99.84.194.150","10.0.0.3","TLSv1.2","200","Application Data"
"326","37.480915","10.0.0.3","99.84.194.150","TCP","54","59058 → 443 [ACK] Seq=582 Ack=372 Win=262912 Len=0"
"327","37.589646","199.60.103.225","10.0.0.3","TCP","60","443 → 59057 [ACK] Seq=1 Ack=547 Win=68608 Len=0"
"328","37.590263","18.203.89.116","10.0.0.3","TLSv1.2","380","[TCP Previous segment not captured] , Application Data"
"329","37.590285","10.0.0.3","18.203.89.116","TCP","66","[TCP Dup ACK 312#1] 59059 → 443 [ACK] Seq=1900 Ack=3344 Win=262144 Len=0 SLE=3618 SRE=3944"
"330","37.591493","18.203.89.116","10.0.0.3","TLSv1.2","493","Certificate, Server Key Exchange, Server Hello Done"
"331","37.591819","10.0.0.3","18.203.89.116","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"332","37.601817","199.60.103.225","10.0.0.3","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"333","37.602184","10.0.0.3","199.60.103.225","TLSv1.3","118","Change Cipher Spec, Application Data"
"334","37.662269","18.203.89.116","10.0.0.3","TCP","66","[TCP Dup ACK 328#1] 443 → 59059 [ACK] Seq=3944 Ack=1900 Win=60928 Len=0 SLE=521 SRE=1900"
"335","37.791324","199.60.103.225","10.0.0.3","TCP","60","443 → 59057 [ACK] Seq=213 Ack=611 Win=68608 Len=0"
"336","37.824081","18.203.89.116","10.0.0.3","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"337","37.864902","10.0.0.3","18.203.89.116","TCP","54","59055 → 443 [ACK] Seq=614 Ack=3618 Win=261888 Len=0"
"338","38.294513","18.203.89.116","10.0.0.3","TCP","328","[TCP Retransmission] 443 → 59059 [PSH, ACK] Seq=3344 Ack=1900 Win=60928 Len=274"
"339","38.294556","10.0.0.3","18.203.89.116","TCP","54","59059 → 443 [ACK] Seq=1900 Ack=3944 Win=261632 Len=0"
"340","38.383121","199.60.103.225","10.0.0.3","TLSv1.3","582","Application Data, Application Data"
"341","38.428301","10.0.0.3","99.84.194.150","TLSv1.2","798","Application Data"
"342","38.436859","10.0.0.3","199.60.103.225","TCP","54","59057 → 443 [ACK] Seq=611 Ack=741 Win=261888 Len=0"
"343","38.452474","18.203.89.116","10.0.0.3","TCP","66","443 → 59056 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"344","38.452530","10.0.0.3","18.203.89.116","TCP","54","59056 → 443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"345","38.452703","10.0.0.3","18.203.89.116","TLSv1.2","574","Client Hello"
"346","38.630417","99.84.194.150","10.0.0.3","TCP","60","443 → 59058 [ACK] Seq=372 Ack=1326 Win=68096 Len=0"
"347","38.655835","99.84.194.150","10.0.0.3","TLSv1.2","467","Application Data"
"348","38.682962","18.203.89.116","10.0.0.3","TCP","60","443 → 59056 [ACK] Seq=1 Ack=521 Win=62208 Len=0"
"349","38.683095","18.203.89.116","10.0.0.3","TLSv1.2","210","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"350","38.683317","10.0.0.3","18.203.89.116","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"351","38.706868","10.0.0.3","99.84.194.150","TCP","54","59058 → 443 [ACK] Seq=1326 Ack=785 Win=262656 Len=0"
"352","38.850170","10.0.0.3","10.0.0.1","DNS","84","Standard query 0x7884 A www.google-analytics.com"
"353","38.871854","10.0.0.3","18.203.89.116","TLSv1.2","1111","Application Data"
"354","38.872191","10.0.0.3","18.203.89.116","TLSv1.2","1113","Application Data"
"355","38.880903","10.0.0.3","10.0.0.1","DNS","84","Standard query 0x7884 A www.google-analytics.com"
"356","38.956409","18.203.89.116","10.0.0.3","TCP","60","443 → 59056 [ACK] Seq=157 Ack=572 Win=62208 Len=0"
"357","39.101226","18.203.89.116","10.0.0.3","TCP","60","443 → 59059 [ACK] Seq=3944 Ack=2957 Win=59904 Len=0"
"358","39.101311","18.203.89.116","10.0.0.3","TLSv1.2","421","Application Data"
"359","39.104152","18.203.89.116","10.0.0.3","TLSv1.2","421","Application Data"
"360","39.132163","10.0.0.3","99.84.194.150","TLSv1.2","862","Application Data"
"361","39.148841","10.0.0.3","18.203.89.116","TCP","54","59055 → 443 [ACK] Seq=1673 Ack=3985 Win=261632 Len=0"
"362","39.148871","10.0.0.3","18.203.89.116","TCP","54","59059 → 443 [ACK] Seq=2957 Ack=4311 Win=261376 Len=0"
"363","39.166920","10.0.0.4","239.255.255.250","SSDP","243","M-SEARCH * HTTP/1.1 "
"364","39.334244","99.84.194.150","10.0.0.3","TCP","60","443 → 59058 [ACK] Seq=785 Ack=2134 Win=70144 Len=0"
"365","39.572116","10.0.0.3","239.100.1.1","ICEP","401","Request(oneway): stateReceiver.receiveStationRunningState()"
"366","39.572143","10.0.0.3","239.100.1.1","ICEP","108","Request(oneway): stateReceiver.receiveAppRunningState()"
"367","39.597834","10.0.0.3","239.100.1.1","ICEP","356","Request(oneway): stateReceiver.receiveNetStatistics()"
"368","39.884272","10.0.0.3","10.0.0.1","DNS","84","Standard query 0x7884 A www.google-analytics.com"
"369","39.917041","10.0.0.1","10.0.0.3","DNS","100","Standard query response 0x7884 A www.google-analytics.com A 203.208.39.225"
"370","39.917532","10.0.0.3","203.208.39.225","TCP","66","59061 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"371","39.955823","203.208.39.225","10.0.0.3","TCP","66","443 → 59061 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM=1 WS=256"
"372","39.955874","10.0.0.3","203.208.39.225","TCP","54","59061 → 443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"373","39.956122","10.0.0.3","203.208.39.225","TLSv1.3","655","Client Hello"
"374","39.994165","203.208.39.225","10.0.0.3","TCP","60","443 → 59061 [ACK] Seq=1 Ack=602 Win=66816 Len=0"
"375","40.044952","203.208.39.225","10.0.0.3","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"376","40.045277","10.0.0.3","203.208.39.225","TLSv1.3","118","Change Cipher Spec, Application Data"
"377","40.045376","10.0.0.3","203.208.39.225","TLSv1.3","146","Application Data"
"378","40.045477","10.0.0.3","203.208.39.225","TLSv1.3","779","Application Data"
"379","40.083344","203.208.39.225","10.0.0.3","TCP","60","443 → 59061 [ACK] Seq=213 Ack=666 Win=66816 Len=0"
"380","40.083344","203.208.39.225","10.0.0.3","TCP","60","443 → 59061 [ACK] Seq=213 Ack=758 Win=66816 Len=0"
"381","40.083599","203.208.39.225","10.0.0.3","TCP","60","443 → 59061 [ACK] Seq=213 Ack=1483 Win=68352 Len=0"
"382","40.121505","203.208.39.225","10.0.0.3","TLSv1.3","693","Application Data, Application Data, Application Data"
"383","40.122066","10.0.0.3","203.208.39.225","TLSv1.3","85","Application Data"
"384","40.134677","203.208.39.225","10.0.0.3","TLSv1.3","457","Application Data"
"385","40.134677","203.208.39.225","10.0.0.3","TLSv1.3","89","Application Data"
"386","40.134677","203.208.39.225","10.0.0.3","TLSv1.3","85","Application Data"
"387","40.134818","10.0.0.3","203.208.39.225","TCP","54","59061 → 443 [ACK] Seq=1514 Ack=1321 Win=261376 Len=0"
"388","40.134880","203.208.39.225","10.0.0.3","TLSv1.3","93","Application Data"
"389","40.134926","10.0.0.3","203.208.39.225","TCP","54","59061 → 443 [ACK] Seq=1514 Ack=1360 Win=261376 Len=0"
"390","40.135695","10.0.0.3","203.208.39.225","TLSv1.3","93","Application Data"
"391","40.155302","10.0.0.3","10.0.0.1","DNS","83","Standard query 0x8973 A stats.g.doubleclick.net"
"392","40.164652","203.208.39.225","10.0.0.3","TCP","60","443 → 59061 [ACK] Seq=1360 Ack=1514 Win=68352 Len=0"
"393","40.173414","203.208.39.225","10.0.0.3","TCP","60","443 → 59061 [ACK] Seq=1360 Ack=1553 Win=68352 Len=0"
"394","40.181190","10.0.0.3","10.0.0.1","DNS","83","Standard query 0x8973 A stats.g.doubleclick.net"
"395","41.195514","10.0.0.3","10.0.0.1","DNS","83","Standard query 0x8973 A stats.g.doubleclick.net"
"396","41.231786","10.0.0.1","10.0.0.3","DNS","121","Standard query response 0x8973 A stats.g.doubleclick.net CNAME stats.l.doubleclick.net A 203.208.43.102"
"397","41.232228","10.0.0.3","203.208.43.102","TCP","66","59063 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"398","41.268796","203.208.43.102","10.0.0.3","TCP","66","443 → 59063 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM=1 WS=256"
"399","41.268843","10.0.0.3","203.208.43.102","TCP","54","59063 → 443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"400","41.269070","10.0.0.3","203.208.43.102","TLSv1.3","654","Client Hello"
"401","41.305707","203.208.43.102","10.0.0.3","TCP","60","443 → 59063 [ACK] Seq=1 Ack=601 Win=66816 Len=0"
"402","41.336088","10.0.0.3","23.215.100.64","TCP","266","[TCP Retransmission] 58855 → 443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=1024 Len=212"
"403","41.358231","203.208.43.102","10.0.0.3","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"404","41.358560","10.0.0.3","203.208.43.102","TLSv1.3","118","Change Cipher Spec, Application Data"
"405","41.358659","10.0.0.3","203.208.43.102","TLSv1.3","146","Application Data"
"406","41.358753","10.0.0.3","203.208.43.102","TLSv1.3","607","Application Data"
"407","41.395195","203.208.43.102","10.0.0.3","TCP","60","443 → 59063 [ACK] Seq=213 Ack=665 Win=66816 Len=0"
"408","41.395195","203.208.43.102","10.0.0.3","TCP","60","443 → 59063 [ACK] Seq=213 Ack=757 Win=66816 Len=0"
"409","41.395333","203.208.43.102","10.0.0.3","TCP","60","443 → 59063 [ACK] Seq=213 Ack=1310 Win=68096 Len=0"
"410","41.435307","203.208.43.102","10.0.0.3","TLSv1.3","662","Application Data, Application Data"
"411","41.435476","203.208.43.102","10.0.0.3","TLSv1.3","85","Application Data"
"412","41.435490","10.0.0.3","203.208.43.102","TCP","54","59063 → 443 [ACK] Seq=1310 Ack=852 Win=261888 Len=0"
"413","41.435589","10.0.0.3","203.208.43.102","TLSv1.3","85","Application Data"
"414","41.448059","203.208.43.102","10.0.0.3","TLSv1.3","491","Application Data"
"415","41.448135","203.208.43.102","10.0.0.3","TLSv1.3","86","Application Data"
"416","41.448149","10.0.0.3","203.208.43.102","TCP","54","59063 → 443 [ACK] Seq=1341 Ack=1321 Win=261376 Len=0"
"417","41.448767","203.208.43.102","10.0.0.3","TLSv1.3","85","Application Data"
"418","41.448866","203.208.43.102","10.0.0.3","TLSv1.3","93","Application Data"
"419","41.448881","10.0.0.3","203.208.43.102","TCP","54","59063 → 443 [ACK] Seq=1341 Ack=1391 Win=261376 Len=0"
"420","41.448965","10.0.0.3","203.208.43.102","TLSv1.3","93","Application Data"
"421","41.472022","203.208.43.102","10.0.0.3","TCP","60","443 → 59063 [ACK] Seq=1391 Ack=1341 Win=68096 Len=0"
"422","41.485285","203.208.43.102","10.0.0.3","TCP","60","443 → 59063 [ACK] Seq=1391 Ack=1380 Win=68096 Len=0"
"423","41.810418","99.84.194.150","10.0.0.3","TLSv1.2","468","Application Data"
"424","41.815760","10.0.0.3","99.84.194.150","TLSv1.2","862","Application Data"
"425","42.018661","99.84.194.150","10.0.0.3","TLSv1.2","515","Application Data"
"426","42.023928","10.0.0.3","99.84.194.150","TLSv1.2","760","Application Data"
"427","42.113990","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","ARP Announcement for 10.0.0.4"
"428","42.371032","10.0.0.3","99.84.194.150","TCP","760","[TCP Retransmission] 59058 → 443 [PSH, ACK] Seq=2942 Ack=1660 Win=263424 Len=706"
"429","42.573165","99.84.194.150","10.0.0.3","TCP","66","[TCP Previous segment not captured] 443 → 59058 [ACK] Seq=2842 Ack=3648 Win=73216 Len=0 SLE=2942 SRE=3648"
"430","42.790763","99.84.194.150","10.0.0.3","TCP","1236","[TCP Retransmission] 443 → 59058 [PSH, ACK] Seq=1660 Ack=3648 Win=73216 Len=1182"
"431","42.839774","10.0.0.3","99.84.194.150","TCP","54","59058 → 443 [ACK] Seq=3648 Ack=2842 Win=262144 Len=0"
"432","44.673609","10.0.0.3","239.100.1.1","ICEP","401","Request(oneway): stateReceiver.receiveStationRunningState()"
"433","44.673637","10.0.0.3","239.100.1.1","ICEP","108","Request(oneway): stateReceiver.receiveAppRunningState()"
"434","44.696800","10.0.0.3","239.100.1.1","ICEP","356","Request(oneway): stateReceiver.receiveNetStatistics()"
"435","47.955884","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"436","47.956699","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.3? Tell 10.0.0.4"
"437","47.956729","Giga-Byt_01:fc:42","BaiduOnl_fd:9e:c4","ARP","42","10.0.0.3 is at 1c:1b:0d:01:fc:42"
